mets,metNames,metID,metFormulas,metCharges,metKEGGID,metHMDBID,metChEBIID,metPubChemID,metInChIString,metSmiles,metAliases,metSource,b,csense
"Luteolin 7-O-glucoside","Luteolin 7-O-glucoside",cpd02453,C21H20O11,0,,,,,"",O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12,"Name: 7-O-beta-D-Glucosyl-5,7,3',4'-tetrahydroxyflavone; 7-O-beta-D-glucosyl-5,7,3',4'-tetrahydroxyflavone; Luteolin 7-O-beta-D-glucoside; Luteolin 7-O-glucoside; luteolin 7-O-beta-D-glucoside; luteolin 7-O-glucoside|AraCyc: LUTEOLIN-7-O-BETA-D-GLUCOSIDE|CornCyc: LUTEOLIN-7-O-BETA-D-GLUCOSIDE|KEGG: C03951|MetaCyc: LUTEOLIN-7-O-BETA-D-GLUCOSIDE|PlantCyc: LUTEOLIN-7-O-BETA-D-GLUCOSIDE",Primary Database,0,E
"3,5-Dihydroxy-1,4-naphthoquinone","3,5-Dihydroxy-1,4-naphthoquinone",cpd02540,C10H5O4,-1,,,,,"",O=C1C=C([O-])C(=O)c2c(O)cccc21,"Name: 3,5-Dihydroxy-1,4-naphthoquinone; 3,5-dihydroxy-1,4-naphthoquinone; 3-hydroxyjuglone|KEGG: C04110|MetaCyc: CPD-275",Primary Database,0,E
"trans-Cinnamoyl beta-D-glucoside","trans-Cinnamoyl beta-D-glucoside",cpd02561,C15H18O7,0,,,,,"",O=C(/C=C/c1ccccc1)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,"Name: 1-O-trans-Cinnamoyl-beta-D-glucopyranose; 1-O-trans-cinnamoyl-beta-D-glucopyranose; trans-Cinnamoyl beta-D-glucoside; trans-cinnamoyl-beta-D-glucoside|AraCyc: TRANS-CINNAMOYL-BETA-D-GLUCOSE|CornCyc: TRANS-CINNAMOYL-BETA-D-GLUCOSE|KEGG: C04164|MetaCyc: TRANS-CINNAMOYL-BETA-D-GLUCOSE|PlantCyc: TRANS-CINNAMOYL-BETA-D-GLUCOSE",Primary Database,0,E
"p-Coumaroyl quinic acid","p-Coumaroyl quinic acid",cpd02595,C16H17O8,-1,,,,,"",O=C(/C=C/c1ccc(O)cc1)O[C@@H]1C[C@](O)(C(=O)[O-])C[C@@H](O)[C@H]1O,"Name: 4-coumaroylquinate; p-Coumaroyl quinic acid; trans-(p-coumaroyl)-quinate; trans-5-O-(4-Coumaroyl)-D-quinate; trans-5-O-(4-coumaroyl)-D-quinate; trans-5-O-(4-coumaroyl)quinate|AraCyc: 4-COUMAROYLQUINATE|BrachyCyc: 4-COUMAROYLQUINATE|CornCyc: 4-COUMAROYLQUINATE|KEGG: C12208|MetaCyc: 4-COUMAROYLQUINATE",Primary Database,0,E
"dtdp4addg","dTDP-4-amino-4,6-dideoxy-D-glucose",cpd02616,C16H26N3O14P2,-1,,,,,"",Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](C)[C@@H]([NH3+])[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,"Name: dTDP-4-amino-4,6-dideoxy-D-glucose; dTDP-4-amino-4,6-dideoxy-alpha-D-glucopyranose; dTDP-4-amino-4,6-dideoxy-alpha-D-glucose; dTDP-viosamine|KEGG: C04268|MetaCyc: CPD-472",Primary Database,0,E
"Cosmetin","Cosmetin",cpd02807,C21H20O10,0,,,,,"",O=c1cc(-c2ccc(O)cc2)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12,"Name: 7-(beta-D-Glucopyranosyloxy)-5-hydroxy-2-(4-hydroxyphenyl)-4H-1- benzopyran-4-one; 7-(beta-D-Glucopyranosyloxy)-5-hydroxy-2-(4-hydroxyphenyl)-4H-1-benzopyran-4-one; 7-O-beta-D-Glucosyl-5,7,4'-trihydroxyflavone; 7-O-beta-D-glucosyl-5,7,4'-trihydroxyflavone; 7-O-beta-D-glucosyl-apigenin; Apigenin 7-O-beta-D-glucoside; Apigenin 7-O-glucoside; Apigetrin; Cosmetin; Cosmosiin; apigenin 7-O-beta-D-glucoside; cosmosiin; cosmosin|AraCyc: APIGENIN-7-O-BETA-D-GLUCOSIDE|CornCyc: APIGENIN-7-O-BETA-D-GLUCOSIDE|KEGG: C04608|MetaCyc: APIGENIN-7-O-BETA-D-GLUCOSIDE|PlantCyc: APIGENIN-7-O-BETA-D-GLUCOSIDE",Primary Database,0,E
"Neurosporene","Neurosporene",cpd03216,C40H58,0,,,,,"",CC(C)=CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(\C)CC/C=C(\C)CCC=C(C)C,"Name: 7,8-dihydro-psi,psi-carotene; Neurosporene; all-trans neurosporene; all-trans-Neurosporene; neurosporene|AraCyc: NEUROSPORENE|BiGG: neuspn|BrachyCyc: NEUROSPORENE|KEGG: C05431|MetaCyc: NEUROSPORENE",Primary Database,0,E
"Lycopene","Lycopene",cpd03217,C40H56,0,,,,,"",CC(C)=CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(\C)CCC=C(C)C,"Name: Lycopene; all-trans-Lycopene; all-trans-lycopene; psi,psi-carotene|AraCyc: CPD1F-114|BiGG: lycop|BrachyCyc: CPD1F-114|KEGG: C05432|MetaCyc: CPD1F-114",Primary Database,0,E
"Stigmasterol","Stigmasterol",cpd03225,C29H48O,0,,,,,"",CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,"Name: Stigmasterol; stigmasterol|AraCyc: CPD-4162|BrachyCyc: CPD-4162|ChlamyCyc: CPD-4162|KEGG: C05442|MetaCyc: CPD-4162",Primary Database,0,E
"Vitamin D3","Vitamin D3",cpd03226,C27H44O,0,,,,,"",C=C1CC[C@H](O)C/C1=C\C=C1/CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)C,"Name: Calciol; Cholecalciferol; Vitamin D3; calciol; cholecalciferol; vitamin D3|BiGG: vitd3|JP_Creinhardtii_MSB: M_vitd3_c|KEGG: C05443|MetaCyc: VITAMIN_D3",Primary Database,0,E
"Homovanillate","Homovanillate",cpd03312,C9H9O4,-1,,,,,"",COc1cc(CC(=O)[O-])ccc1O,"Name: 3-Methoxy-4-hydroxyphenylacetate; 3-methoxy-4-hydroxyphenylacetate; 3-methoxy-4-hydroxyphenylacetic acid; 4-hydroxy-3-methoxybenzenacetic acid; 4-hydroxy-3-methoxyphenylacetic acid; Homovanillate; Homovanillic acid; homovanillate; homovanillic acid; vanillacetic acid|BiGG: homoval|KEGG: C05582|MetaCyc: CPD-7651",Primary Database,0,E
"Sinapaldehyde","Sinapaldehyde",cpd03333,C11H12O4,0,,,,,"",COc1cc(/C=C/C=O)cc(OC)c1O,"Name: Sinapaldehyde; Sinapoyl aldehyde; sinapaldehyde; sinapinaldehyde|AraCyc: SINAPALDEHYDE|BrachyCyc: SINAPALDEHYDE|ChlamyCyc: SINAPALDEHYDE|KEGG: C05610|MetaCyc: SINAPALDEHYDE",Primary Database,0,E
"3-O-Methylgallate","3-O-Methylgallate",cpd03335,C8H7O5,-1,,,,,"",COc1cc(C(=O)[O-])cc(O)c1O,"Name: 3-O-Methylgallate; 3-O-Methylgallic acid; 3-O-methylgallate|KEGG: C05616|MetaCyc: CPD-721",Primary Database,0,E
"Isotrifoliin","Isotrifoliin",cpd03340,C21H19O12,-1,,,,,"",O=c1c(O[C@@H]2O[C@H]([C@H](O)CO)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc([O-])cc(O)c12,"Name: 2-(3,4-Dihidroxyphenyl)-3-(beta-D-glucofuranosyloxy)-5,7-dihydroxy- 4H-1-benzopyran-4-one; 2-(3,4-Dihidroxyphenyl)-3-(beta-D-glucofuranosyloxy)-5,7-dihydroxy-4H-1-benzopyran-4-one; Isoquercitrin; Isotrifoliin; Quercetin 3-O-glucoside; quercetin 3'-O-glucoside|AraCyc: CPD-11684|AraGEM: S_Quercetin_32_3_45_O_45_glucoside_c|KEGG: C05623|Maize_C4GEM: S_Quercetin_32_3_45_O_45_glucoside_c|MetaCyc: CPD-11684",Primary Database,0,E
"Rutin","Rutin",cpd03341,C27H29O16,-1,,,,,"",C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc([O-])cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,"Name: 3-[[6-O-(6-Deoxy-alpha-L-mannopyranosyl)-beta-D-glucopyranosyl]oxy]- 2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-1-benzopyran-4-one; 3-[[6-O-(6-Deoxy-alpha-L-mannopyranosyl)-beta-D-glucopyranosyl]oxy]-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-1-benzopyran-4-one; Phytomelin; Quercetin 3-rutinoside; Quercetin-3-rutinoside; Rutin; Rutoside; hydroxyethylrutoside; quercetin 3-O-[alpha-L-rhamnosyl-(1->6)-beta-D-glucoside]; quercetin 3-O-[beta-L-rhamnosyl-(1->6)-beta-D-glucoside]; quercetin 3-O-rutinoside; rutin; sophorin|AraCyc: RUTIN|CornCyc: RUTIN|KEGG: C05625|MetaCyc: RUTIN|PlantCyc: RUTIN",Primary Database,0,E
"4-Vinylphenol","4-Vinylphenol",cpd03342,C8H8O,0,,,,,"",C=Cc1ccc(O)cc1,"Name: 4-Hydroxystyrene; 4-Vinylphenol; 4-hydroxystyrene; 4-vinylphenol|AlgaGEM: S_4_45_Hydroxystyrene_c|AraGEM: S_4_45_Hydroxystyrene_c|KEGG: C05627|Maize_C4GEM: S_4_45_Hydroxystyrene_c|MetaCyc: CPD-1075",Primary Database,0,E
"Eriodictyol","Eriodictyol",cpd03344,C15H12O6,0,,,,,"",O=C1C[C@@H](c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,"Name: (2S)-eriodictyol; Eriodictyol; eriodictyol|AraCyc: CPD-6994|BrachyCyc: CPD-6994|CornCyc: CPD-6994|KEGG: C05631|MetaCyc: CPD-6994",Primary Database,0,E
"3-Aminopropiononitrile","3-Aminopropiononitrile",cpd03377,C3H7N2,1,,,,,"",N#CCC[NH3+],"Name: 2-cyanoethylamine; 3-Aminopropiononitrile; 3-amino-propatenitrile; 3-amino-propionitrile,; 3-aminopropanenitrile; 3-aminopropionitrile; aminopropionitrile; beta-Aminopropionitrile; beta-alaminenitrile; beta-alaninenitrile; beta-aminopropionitrile; beta-cyanoethylamine|KEGG: C05670|MetaCyc: BETA-AMINOPROPIONITRILE",Primary Database,0,E
"Rattex","Rattex",cpd03479,C9H6O2,0,,,,,"",O=c1ccc2ccccc2o1,"Name: 1,2-Benzopyrone; 1,2-benzopyrone; 2-Propenoic acid, 3-(2-hydroxyphenyl)-, delta-lactone; 2H-1-Benzopyran-2-one; 5,6-Benzo-2-pyrone; Benzo-alpha-pyrone; Coumarin; Coumarine; Coumarinic anhydride; Cumarin; Rattex; Tonka bean camphor; cis-o-Coumarinic acid lactone; coumarin; cumarin; o-Hydroxycinnamic acid lactone|AraCyc: COUMARIN|BiGG: coumarin|BrachyCyc: COUMARIN|KEGG: C05851|MetaCyc: COUMARIN",Primary Database,0,E
"uaagmda","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala",cpd03495,C95H152N8O28P2,-4,,,,,"",CC(=O)N[C@H]1[C@H](O[C@@H]2[C@@H](CO)O[C@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)[C@H](NC(C)=O)[C@H]2O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCC[C@@H]([NH3+])C(=O)[O-])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])C(=O)[O-])O[C@H](CO)[C@@H](O)[C@@H]1O,"Name: Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine; Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala|AlgaGEM: S_Undecaprenyl_45_diphospho_45_N_45_acetylmuramoyl_45__40_N_45_acetylglucosamine_41__45_L_45_alanyl_45_D_45_glutamyl_45_meso_45_2_44_6_45_diaminopimeloyl_45_D_45_alanyl_45_D_45_alanine_c|AraGEM: S_Undecaprenyl_45_diphospho_45_N_45_acetylmuramoyl_45__40_N_45_acetylglucosamine_41__45_L_45_alanyl_45_D_45_glutamyl_45_meso_45_2_44_6_45_diaminopimeloyl_45_D_45_alanyl_45_D_45_alanine_c|BiGG: uaagmda|KEGG: C05898|Maize_C4GEM: S_Undecaprenyl_45_diphospho_45_N_45_acetylmuramoyl_45__40_N_45_acetylglucosamine_41__45_L_45_alanyl_45_D_45_glutamyl_45_meso_45_2_44_6_45_diaminopimeloyl_45_D_45_alanyl_45_D_45_alanine_c",Primary Database,0,E
"Piceatannol","Piceatannol",cpd03498,C14H12O4,0,,,,,"",Oc1cc(O)cc(/C=C/c2ccc(O)c(O)c2)c1,"Name: 3,3',4'5-Tetrahydroxystilbene; Piceatannol|AlgaGEM: S_3_44_3_39__44_4_39_5_45_Tetrahydroxystilbene_c|AraGEM: S_3_44_3_39__44_4_39_5_45_Tetrahydroxystilbene_c|KEGG: C05901|Maize_C4GEM: S_3_44_3_39__44_4_39_5_45_Tetrahydroxystilbene_c|iRS1563: M_C05901_c",Primary Database,0,E
"Pelargonidin","Pelargonidin",cpd03501,C15H10O5,0,,,,,"",[O-]c1cc2c(O)cc(O)cc2[o+]c1-c1ccc(O)cc1,"Name: 1-Benzopyrylium, 3,5,7-trihydroxy-2-(4-hydroxyphenyl)-, chloride; 3,4',5,7-Tetrahydroxyflavylium chloride; 3,4',5,7-tetrahydroxyflavylium chloride; 3,5,7-Trihydroxy-2-(4-hydroxyphenil)-1-benzopyrylium chloride; 3,5,7-Trihydroxy-2-(4-hydroxyphenyl)benzopyrylium chloride; 3,5,7-trihydroxy-2-(4-hydroxyphenyl)benzopyrylium chloride; Flavylium, 3,4',5,7-tetrahydroxy-, chloride; Pelargonidin; Pelargonidin chloride; Pelargonidol chloride; pelargonidin|AraCyc: PELARGONIDIN-CMPD|BrachyCyc: PELARGONIDIN-CMPD|CornCyc: PELARGONIDIN-CMPD|KEGG: C05904|MetaCyc: PELARGONIDIN-CMPD",Primary Database,0,E
"IdB 1027","IdB 1027",cpd03502,C15H10O6,0,,,,,"",[O-]c1cc2c(O)cc(O)cc2[o+]c1-c1ccc(O)c(O)c1,"Name: 2-(3,4-Dihydroxyphenyl)-3,5,7-trihydroxy-1-Benzopyrylium; 2-(3,4-Dihydroxyphenyl)-3,5,7-trihydroxy-1-benzopyrylium chloride; 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-1-Benzopyrylium; 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychromenylium; 3,3',4',5,7-Pentahydroxy-2-phenylbenzopyrylium chloride; 3,3',4',5,7-Pentahydroxyflavylium chloride; 3,3',4',5,7-Pentahydroxyflavyliumchlorid; 3,3',4',5,7-pentahydroxyflavylium; Chlorure de 3,3',4',5,7-pentahydroxyflavylium; Cyanidin; Cyanidin chloride; Cyanidine; Cyanidol; Cyanidol chloride; IdB 1027; cyanidin; cyanidol|AraCyc: CPD-591|BrachyCyc: CPD-591|CornCyc: CPD-591|KEGG: C05905|MetaCyc: CPD-591",Primary Database,0,E
"Resivit","Resivit",cpd03503,C15H14O7,0,,,,,"",Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)[C@H]2O,"Name: (2R,3S,4S)-leucocyanidin; 2,3-trans-3,4-cis-Leucocyanidin; 2,3-trans-3,4-cis-leucocyanidin; 2-(3,4-Dihydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-3,4,5,7-tetrol; 3,3',4,4',5,7-Flavanhexol; 3,4-Cyanidiol; Leucoanthocyanidol; Leucocianidol; Leucocyanidin; Leucocyanidol; Leukocyanidine; Procyanidol; Resivit; leucocyanidin|AraCyc: CPD-590|BrachyCyc: CPD-590|ChlamyCyc: CPD-590|KEGG: C05906|MetaCyc: CPD-590",Primary Database,0,E
"Tyrosol","Tyrosol",cpd03597,C8H10O2,0,,,,,"",OCCc1ccc(O)cc1,"Name: 2-(4-hydroxyphenyl)ethanol; 4-Hydroxyphenylethanol; 4-tyrosol; Tyrosol; p-hydroxyphenylethanol; tyrosol|AraCyc: CPD3O-4151|BrachyCyc: CPD3O-4151|CornCyc: CPD3O-4151|KEGG: C06044|MetaCyc: CPD3O-4151",Primary Database,0,E
"Zeaxanthin","Zeaxanthin",cpd03637,C40H56O2,0,,,,,"",CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C[C@@H](O)CC2(C)C)C(C)(C)C[C@H](O)C1,"Name: (3R,3'R)-beta,beta-carotene-3,3'-diol; Zeaxanthin; beta,beta-carotene-3,3'-diol; zeaxanthin|AraCyc: CPD1F-130|BiGG: zeax|BrachyCyc: CPD1F-130|KEGG: C06098|MetaCyc: CPD1F-130",Primary Database,0,E
"uacmamu","UDP-N-acetyl-D-mannosaminouronate",cpd03732,C17H22N3O18P2,-3,,,,,"",CC(=O)N[C@@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](C(=O)[O-])[C@@H](O)[C@@H]1O,"Name: UDP-N-acetyl-2-amino-2-deoxy-D-mannuronate; UDP-N-acetyl-D-mannosaminouronate; UDP-N-acetyl-D-mannosaminuronic acid; UDP-N-acetyl-alpha-D-mannosaminuronate|BiGG: uacmamu|KEGG: C06240|iAF1260: uacmamu|iJR904: uacmamu|iMA945: uacmamu",Primary Database,0,E
"Linolenate","Linolenate",cpd03850,C18H29O2,-1,,,,,"",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)[O-],"Name: (9,12,15)-linolenate; (9,12,15)-linolenic acid; (9Z,12Z,15Z)-Octadecatrienoic acid; 9,12,15-Octadecatrienoic acid; 9Z,12Z,15Z-octadecatrienoate; 9Z,12Z,15Z-octadecatrienoic acid; Alpha-Linolenic_acid; Linolenate; alpha-Linolenate; alpha-Linolenic acid; alpha-linolenate; linolenate|AraCyc: LINOLENIC_ACID|BrachyCyc: LINOLENIC_ACID|ChlamyCyc: LINOLENIC_ACID|KEGG: C06427|MetaCyc: LINOLENIC_ACID",Primary Database,0,E
"Eicosapentaenoic acid","Eicosapentaenoic acid",cpd03851,C20H29O2,-1,,,,,"",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)[O-],"Name: (5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoate; (5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoic acid; (5Z,8Z,11Z,14Z,17Z)-Icosapentaenoic acid; (5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate; (5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoate; (5Z,8Z,11Z,14Z,17Z)-icosapentaenoate; (5Z,8Z,11Z,14Z,17Z)-icosapentaenoic acid; 5,8,11,14,17-Icosapentaenoic acid; Eicosapentaenoate; Eicosapentaenoic acid; eicosapentaenoate; eicosapentaenoic acid; timnodonic acid|AraCyc: 5Z8Z11Z14Z17Z-EICOSAPENTAENOATE|ChlamyCyc: 5Z8Z11Z14Z17Z-EICOSAPENTAENOATE|CornCyc: 5Z8Z11Z14Z17Z-EICOSAPENTAENOATE|KEGG: C06428|MetaCyc: 5Z8Z11Z14Z17Z-EICOSAPENTAENOATE",Primary Database,0,E
"Docosahexaenoic acid","Docosahexaenoic acid",cpd03852,C22H31O2,-1,,,,,"",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)[O-],"Name: (4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoic acid; (4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoate; (4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate; 4,7,10,13,16,19-Docosahexaenoic acid; DHA; Docosahexaenoic acid; all-cis-docosa-4,7,10,13,16,19-hexaenoate; docosahexaenoate; docosahexaenoic acid|AraGEM: S__40_4Z_44_7Z_44_10Z_44_13Z_44_16Z_44_19Z_41__45_Docosahexaenoic_32_acid_c|KEGG: C06429|MetaCyc: CPD-10244|PlantCyc: CPD-10244|iRS1563: M_C06429_c",Primary Database,0,E
"Isosalipurpol","Isosalipurpol",cpd03969,C15H11O5,-1,,,,,"",O=C(/C=C/c1ccc(O)cc1)c1c([O-])cc(O)cc1O,"Name: 2',4, 4',6'-tetrahydroxychalcone; 2',4,4',6'-Tetrahydroxychalcone; Chalconaringenin; Isosalipurpol; Naringenin chalcone; naringenin chalcone|AraCyc: APIGENIN|BrachyCyc: APIGENIN|ChlamyCyc: APIGENIN|KEGG: C06561|MetaCyc: APIGENIN",Primary Database,0,E
"Cianidanol","Cianidanol",cpd03970,C15H14O6,0,,,,,"",Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,"Name: (+)-Catechin; (+)-catechin; (2R,3S)-(+)-Catechin; (2R,3S)-Catechin; (2R,3S)-catechin; (2R-trans)- 2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-1-Benzopyran-3,5,7-triol; (2R-trans)-2-(3,4-Dihydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-3,5,7-triol; 2,3-trans-catechin; Cianidanol; Cyanidanol; D-Catechin; cianidanol|AraCyc: CPD-1961|BrachyCyc: CPD-1961|KEGG: C06562|MaizeCyc: CPD-1961|MetaCyc: CPD-1961",Primary Database,0,E
"Genistein","Genistein",cpd03971,C15H9O5,-1,,,,,"",O=c1c(-c2ccc(O)cc2)coc2cc([O-])cc(O)c12,"Name: 4',5,7-trihydroxyisoflavone; 5,7,4'-Trihydroxyisoflavone; 5,7,4'-trihydroxyisoflavone; 5,7-dihydroxy-3-(4-hydroxyphenyl)-4H-chromen-4-one; Genistein; genistein|AraCyc: CPD-3141|BrachyCyc: CPD-3141|ChlamyCyc: CPD-3141|KEGG: C06563|MetaCyc: CPD-3141",Primary Database,0,E
"vanlt","Vanillate",cpd04073,C8H7O4,-1,,,,,"",COc1cc(C(=O)[O-])ccc1O,"Name: 4-Hydroxy-3-methoxybenzoate; 4-Hydroxy-3-methoxybenzoic acid; 4-hydroxy-3-methoxybenzoate; 4-hydroxy-3-methoxybenzoic acid; Vanillate; Vanillic acid; vanillate; vanillic acid|AraCyc: VANILLATE|BiGG: vanlt|EcoCyc: VANILLATE|KEGG: C06672|MetaCyc: VANILLATE",Primary Database,0,E
"Theobromine","Theobromine",cpd04653,C7H8N4O2,0,,,,,"",Cn1cnc2c1c(=O)[nH]c(=O)n2C,"Name: 3,7-Dimethylxanthine; 3,7-dimethylxanthine; Theobromine; theobromine|AraGEM: S_Theobromine_c|CornCyc: 3-7-DIMETHYLXANTHINE|KEGG: C07480|MetaCyc: 3-7-DIMETHYLXANTHINE|PlantCyc: 3-7-DIMETHYLXANTHINE",Primary Database,0,E
"Caffeine","Caffeine",cpd04654,C8H10N4O2,0,,,,,"",Cn1c(=O)c2c(ncn2C)n(C)c1=O,"Name: 1,3,7-Trimethylxanthine; 1,3,7-trimethylxanthine; Caffeine; caffeine|AraCyc: 1-3-7-TRIMETHYLXANTHINE|CornCyc: 1-3-7-TRIMETHYLXANTHINE|KEGG: C07481|MetaCyc: 1-3-7-TRIMETHYLXANTHINE|PlantCyc: 1-3-7-TRIMETHYLXANTHINE",Primary Database,0,E
"Docosanoate","Docosanoate",cpd05196,C22H43O2,-1,,,,,"",CCCCCCCCCCCCCCCCCCCCCC(=O)[O-],"Name: Behenic acid; Docosanoate; Docosanoic acid; behenate; behenic acid; docosanoate; docosanoic acid|AraCyc: DOCOSANOATE|CornCyc: DOCOSANOATE|KEGG: C08281|MetaCyc: DOCOSANOATE|PlantCyc: DOCOSANOATE",Primary Database,0,E
"Erucic acid","Erucic acid",cpd05231,C22H41O2,-1,,,,,"",CCCCCCCC/C=C\CCCCCCCCCCCC(=O)[O-],"Name: (13Z)-Docosenoic acid; (13Z)-docos-13-enoate; (13Z)-docosenoate; (Z)-13-docosenoate; Erucic acid; cis-13-Docosenoic acid; cis-delta13-docosenoate; docos-13c-enoate; erucate; erucic acid|AlgaGEM: S__40_13Z_41__45_Docosenoic_32_acid_c|AraGEM: S__40_13Z_41__45_Docosenoic_32_acid_c|KEGG: C08316|MetaCyc: CPD-14292|iRS1563: M_C08316_c",Primary Database,0,E
"beta-D-Glucuronic acid","beta-D-Glucuronic acid",cpd05264,C6H9O7,-1,,,,,"",O=C([O-])[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,"Name: beta-D-Glucopyranuronic acid; beta-D-Glucuronic acid; beta-D-glucopyranuronic acid; beta-D-glucuronate; beta-D-glucuronic acid|KEGG: C08350|MetaCyc: CPD-12521",Primary Database,0,E
"Butein","Butein",cpd05485,C15H12O5,0,,,,,"",O=C(/C=C/c1ccc(O)c(O)c1)c1ccc(O)cc1O,"Name: 2',4',3,4-tetrahydroxychalcone; Butein; butein|AraGEM: S_Butein_c|KEGG: C08578|MetaCyc: BUTEIN|PlantCyc: BUTEIN|iRS1563: M_C08578_c",Primary Database,0,E
"beta-Cryptoxanthin","beta-Cryptoxanthin",cpd05498,C40H56O,0,,,,,"",CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C[C@@H](O)CC2(C)C)C(C)(C)CCC1,"Name: beta,beta-carotene-3-ol; beta-Cryptoxanthin; beta-cryptoxanthin|AraCyc: CPD-7409|BiGG: bcryptox|ChlamyCyc: CPD-7409|KEGG: C08591|MetaCyc: CPD-7409",Primary Database,0,E
"Lutein","Lutein",cpd05508,C40H56O2,0,,,,,"",CC1=C[C@H](O)CC(C)(C)[C@H]1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C,"Name: (3R,3'R)-dihydroxy-alpha-carotene; (3R,3'R,6'R)-beta,epsilon-carotene-3,3'-diol; Lutein; Xanthophyll; lutein|AraCyc: CPD1F-119|BiGG: lut|ChlamyCyc: CPD1F-119|KEGG: C08601|MetaCyc: CPD1F-119",Primary Database,0,E
